Canal de Origem,Região,UF,Sexo,Faixa Etária,Ano Abertura,Mês Abertura,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,target_resolvida
Plataforma Web,SE,MG,F,entre 31 a 40 anos,2022.0,7.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Internet,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2023.0,8.0,Agua e Saneamento,"Água, Energia, Gás",Água e Esgoto,Cobrança / Contestação,Renegociação / parcelamento de dívida,Telefone,S,0
Plataforma Web,S,RS,M,entre 31 a 40 anos,2022.0,5.0,Varejo,Demais Produtos,"Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc)",Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Não comprei / contratei,S,1
Plataforma Web,S,RS,F,entre 41 a 50 anos,2024.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,S,0
Plataforma Web,S,SC,M,entre 31 a 40 anos,2019.0,12.0,Não informado,Serviços Financeiros,Seguros de Veículos,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2017.0,11.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,0
Plataforma Web,SE,RJ,M,entre 21 a 30 anos,2021.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,1
Plataforma Web,SE,RJ,F,entre 31 a 40 anos,2024.0,7.0,Fabricantes - Linha Branca,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,1
Não informado,SE,SP,M,entre 21 a 30 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança de compra/saque não reconhecido,Loja física,S,1
Plataforma Web,SE,MG,F,entre 61 a 70 anos,2021.0,7.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,1
Plataforma Web,CO,GO,M,entre 41 a 50 anos,2022.0,8.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguros de Veículos,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,1
Plataforma Web,N,PA,M,entre 21 a 30 anos,2020.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Contrato / Oferta,Dificuldade de cancelamento/ exclusão do cadastro,Loja física,N,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2021.0,7.0,Comércio Eletrônico,Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Internet,S,0
Plataforma Android,NE,CE,F,entre 61 a 70 anos,2018.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (Empréstimo descontado em folha de pagamento),Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,0
Plataforma Web,S,SC,M,entre 31 a 40 anos,2024.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,0
Não informado,SE,RJ,F,entre 21 a 30 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,1
Não identificado,SE,SP,M,entre 31 a 40 anos,2014.0,7.0,Comércio Eletrônico,Produtos de Telefonia e Informática,Aparelho celular,Vício de Qualidade,Embalagem danificada / violada,Internet,S,0
Plataforma Web,NE,BA,M,entre 31 a 40 anos,2023.0,5.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,S,1
Plataforma Web,SE,SP,M,entre 61 a 70 anos,2021.0,12.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Não comprei / contratei,S,0
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2018.0,3.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Vício de Qualidade,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Internet,S,1
Plataforma Web,NE,MA,F,entre 51 a 60 anos,2023.0,8.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Título de Capitalização,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,0
Plataforma Web,N,AM,M,entre 41 a 50 anos,2016.0,12.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Aparelho celular,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,N,1
Não informado,NE,PE,M,entre 41 a 50 anos,Não informado,Não informado,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Microcomputador e laptops,Saúde e Segurança,"Recall  descumprimento, dúvida",Internet,S,0
Plataforma Web,NE,BA,F,entre 41 a 50 anos,2024.0,6.0,Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Plataforma Web,S,PR,F,entre 41 a 50 anos,2017.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Internet,S,1
Plataforma Web,CO,DF,M,entre 21 a 30 anos,2020.0,10.0,Comércio Eletrônico,Produtos de Telefonia e Informática,"Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc)",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2021.0,1.0,"Montadoras, Concessionárias e Prestadores de Serviços Automotivos",Demais Produtos,"Veículos Novos (motos, carros, caminhões)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Loja física,S,1
Plataforma Web,NE,MA,F,entre 31 a 40 anos,2018.0,11.0,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Loja física,S,0
Plataforma Web,NE,SE,M,entre 31 a 40 anos,2020.0,4.0,Não informado,Produtos de Telefonia e Informática,Aparelho celular,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Loja física,S,0
Plataforma Web,SE,SP,M,mais de 70 anos,2018.0,1.0,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,Refrigerador / freezer,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,0
Plataforma Web,S,PR,F,entre 31 a 40 anos,2022.0,2.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,1
Não informado,S,SC,M,entre 21 a 30 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,1
Plataforma Web,S,RS,M,entre 31 a 40 anos,2022.0,5.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Loja física,S,0
Plataforma Web,NE,CE,M,entre 21 a 30 anos,2023.0,7.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Não comprei / contratei,S,1
Plataforma Web,SE,MG,F,entre 41 a 50 anos,2021.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Atendimento / SAC,"SAC - Dificuldade em obter protocolo, gravação ou histórico",Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2021.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Vício de Qualidade,Bloqueio / Suspensão indevida do serviço,Telefone,S,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2017.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Internet,N,1
Plataforma Web,NE,BA,F,entre 21 a 30 anos,2017.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Internet,S,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2021.0,5.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,S,1
Plataforma Web,N,TO,F,entre 61 a 70 anos,2022.0,7.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Domicílio,N,1
Não informado,SE,RJ,M,entre 31 a 40 anos,Não informado,Não informado,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Android,S,SC,M,entre 31 a 40 anos,2021.0,5.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Microcomputador e laptops,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,0
Plataforma Web,NE,PE,F,mais de 70 anos,2021.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Domicílio,N,0
Plataforma Web,NE,CE,F,entre 31 a 40 anos,2016.0,1.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Ganhei de presente,S,0
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2023.0,3.0,Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Plataforma Web,NE,BA,M,entre 21 a 30 anos,2016.0,8.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,Dificuldade de acesso a dados pessoais ou financeiros (score),Internet,N,0
Plataforma Web,SE,RJ,M,entre 61 a 70 anos,2020.0,3.0,Não informado,Produtos de Telefonia e Informática,Aparelho celular,Contrato / Oferta,Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento),Internet,S,0
Não informado,SE,SP,F,entre 41 a 50 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança de compra/saque não reconhecido,Não comprei / contratei,S,1
Plataforma Web,N,PA,M,entre 41 a 50 anos,2024.0,10.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,0
Plataforma Web,SE,RJ,F,entre 31 a 40 anos,2022.0,12.0,Empresas de Serviços Postais e Logística,Demais Serviços,Serviços Postais,Dados Pessoais e Privacidade,"Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito)",Loja física,N,0
Plataforma Web,SE,RJ,M,entre 31 a 40 anos,2021.0,3.0,"Montadoras, Concessionárias e Prestadores de Serviços Automotivos",Demais Produtos,"Veículos Novos (motos, carros, caminhões)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2021.0,4.0,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,0
Plataforma Web,SE,RJ,M,entre 41 a 50 anos,2021.0,6.0,Empresas de Serviços Postais e Logística,Demais Serviços,Serviços Postais,Entrega do Produto,Não entrega / demora na entrega do produto,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2017.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Microcomputador e laptops,Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Loja física,S,0
Plataforma Web,NE,RN,M,entre 21 a 30 anos,2021.0,1.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Aparelho celular,Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Internet,N,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2022.0,8.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviços não realizados / atrasados ou por consumo elevado,Domicílio,S,1
Plataforma Web,SE,RJ,F,entre 31 a 40 anos,2022.0,6.0,Estabelecimentos de Ensino,Educação,Superior ( Graduação e Pós ),Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2021.0,9.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguros de Veículos,Contrato / Oferta,Negativa de cobertura / Demora injustificada ou Divergência na indenização,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2020.0,1.0,Não informado,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,1
Plataforma Web,S,SC,M,entre 41 a 50 anos,2020.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Telefone,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2024.0,8.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,0
Plataforma Web,NE,CE,M,entre 21 a 30 anos,2024.0,3.0,Administradoras de Consórcios,Serviços Financeiros,Consórcios (exceto imóveis),Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,0
Plataforma Web,S,PR,M,entre 41 a 50 anos,2023.0,9.0,Distribuidoras de Combustíveis / Gás,"Água, Energia, Gás",Gás,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,0
